Brands,SKU,Name,Tags,meta:_dtb_seo_title,meta:_dtb_seo_description
Columbia Taping Tools,HANDLEMAINTENANCEKITS,Handle Maintenance Kits,"Columbia, handle repair kit, maintenance kit, HANDLEMAINTENANCEKITS, box handle parts, OEM repair kit","Columbia Handle Maintenance Kits | OEM Parts","Genuine Columbia OEM maintenance kits for handles and extensions. Ensures correct handle fit and restores mechanical linkage for controlled mud pressure."
Columbia Taping Tools,HMP,Columbia Mud Pump (Top Disconnect),"Columbia, mud pump, loading pump, HMP, billet pump, top disconnect pump","Columbia Mud Pump with Top Disconnect - HMP | Billet","The Columbia HMP Mud Pump is a job site workhorse. Features a 20-degree angled handle for easier pumping and billet aluminum construction."
Columbia Taping Tools,IA90,Columbia 90 Inside Plastic Applicator,"Columbia, mud head, applicator head, IA90, inside 90 head, grooved head, billet aluminum","Columbia 90° Inside Plastic Mud Applicator - IA90","Columbia IA90 Mud Heads deliver consistent mud distribution on 90-degree inside angles. Machined from UHMW for long-lasting durability and flow control."
Columbia Taping Tools,ICA,Inside Corner Applicator,"Columbia, corner applicator, mud head, ICA2-1, ICA4-1, inside corner tool, billet aluminum","Columbia Inside Corner Applicator Head - ICA Series","Columbia Inside Corner Applicators are machined from solid aluminum billet. Available in two and four-wheel designs for accurate, smooth gliding."
Columbia Taping Tools,ICA21,Columbia 2 Wheel Inside Corner Applicator,"Columbia, corner applicator, 2 wheel applicator, ICA21, mud head, corner tool, OEM replacement","Columbia 2 Wheel Inside Corner Applicator - ICA21","Genuine Columbia ICA21 OEM 2-wheel applicator head. Maintains consistent tape crease geometry and pressure for professional corner profiles."
Columbia Taping Tools,ICA41,Columbia 4 Wheel Inside Corner Applicator,"Columbia, corner applicator, 4 wheel applicator, ICA41, mud head, corner tool, OEM replacement","Columbia 4 Wheel Inside Corner Applicator - ICA41","Genuine Columbia ICA41 OEM 4-wheel applicator head. Centered and balanced design ensures even compound application and prevents skips."
Columbia Taping Tools,ICATW,Columbia Two Way Internal Corner Applicator,"Columbia, corner applicator, two way applicator, ICATW, mud head, corner tool, billet aluminum","Columbia Two Way Internal Corner Applicator - ICATW","Columbia ICATW Two Way Applicator machined from solid aluminum billet. Precision Delrin wheels glide along walls for accurate compound application."
Columbia Taping Tools,ITC-K,Inside Track Conversion Kits,"Columbia, flat box kit, conversion kit, ITC-K, inside track kit, box parts","Columbia Inside Track Flat Box Conversion Kits - ITC-K","Convert any Columbia flat box to an inside track box with the ITC-K kit. Ideal for hard-to-finish areas like corner bead and ceiling pot lights."
Columbia Taping Tools,MH,Columbia Matrix Extendable Flat Box Handle,"Columbia, flat box handle, matrix handle, MH, extendable handle, mechanical handle, billet aluminum","Columbia Matrix Extendable Flat Box Handle - MH","The Columbia Matrix is a lightweight, all-mechanical handle with a 90-degree grip for increased control. Machined from billet aluminum for long life."
Columbia Taping Tools,MH17,Columbia Matrix Pinch Brake,"Columbia, pinch brake, matrix handle parts, MH17, box handle parts, OEM replacement parts","Columbia Matrix Pinch Brake Replacement - MH17 | OEM","Genuine Columbia MH17 OEM pinch brake for Matrix handles. Exact-fit part ensures proper tool operation and restores original performance standards."
Columbia Taping Tools,MH21,Columbia Matrix Grip Adjuster Housing,"Columbia, adjuster housing, matrix handle parts, MH21, box handle parts, OEM replacement parts","Columbia Matrix Grip Adjuster Housing - MH21 | OEM","Genuine Columbia MH21 OEM grip adjuster housing for Matrix handles. Exact-fit component ensures proper tool operation and restores performance."
Columbia Taping Tools,MH24,Columbia Matrix Pinch Brake Bushing,"Columbia, pinch brake bushing, matrix handle parts, MH24, precision bushing, OEM replacement","Columbia Matrix Pinch Brake Bushing - MH24 | OEM Part","Genuine Columbia MH24 OEM precision bushing for Matrix pinch brakes. Reduces rotational friction and maintains alignment within the handle assembly."
Columbia Taping Tools,MH25,Columbia Matrix Pinch Brake Stem,"Columbia, pinch brake stem, matrix handle parts, MH25, box handle parts, OEM replacement parts","Columbia Matrix Pinch Brake Stem - MH25 | OEM Part","Genuine Columbia MH25 OEM pinch brake stem for Matrix handles. Exact-fit replacement component ensures proper tool operation and performance."
Columbia Taping Tools,MH9,CTTMH9,"Columbia, matrix handle parts, MH9, box handle parts, structural bracket, OEM replacement","Columbia Matrix Handle Component - MH9 | OEM Part","Genuine Columbia MH9 OEM replacement component for Matrix handles. Ensures proper tool operation and restores equipment to original standards."
Columbia Taping Tools,MHL,Columbia Matrix XL Extendable Flat Box Handle,"Columbia, flat box handle, matrix handle, MHL, extendable handle, mechanical handle, billet aluminum","Columbia Matrix XL Extendable Flat Box Handle - MHL","Columbia Matrix XL offers a 90-degree grip and mechanical braking for maximum control. Billet aluminum construction ensures extreme job site longevity."
Columbia Taping Tools,MHS,"Columbia Matrix 29-39"" Extendable Flat Box Handle","Columbia, flat box handle, matrix handle, MHS, extendable handle, mechanical handle, billet aluminum","Columbia Matrix 29-39"" Extendable Flat Box Handle - MHS","The 29-39"" Columbia Matrix MHS is perfect for tight spaces. Lightweight, all-mechanical design with a 90-degree grip for superior flat box control."
Columbia Taping Tools,MPR1,Columbia Mud Pump Maintenance Kit,"Columbia, mud pump repair kit, maintenance kit, MPR1, loading pump parts, OEM repair kit","Columbia Mud Pump Maintenance Kit - MPR1 | OEM Parts","Genuine Columbia MPR1 OEM maintenance kit for mud pumps. Restores fill efficiency and prevents compound bypass for faster tool loading."
Columbia Taping Tools,MUDPANS,Mud Pans,"Columbia, mud pan, stainless mud pan, C12MP-6, C14MP-6, C16MP-6, laser welded pan, ergonomic pan","Columbia Premium Stainless Steel Mud Pans | Lifetime Warranty","Columbia Mud Pans crafted from heavy-gauge stainless steel with watertight laser-welded seams. Includes a free soft rubber grip and lifetime warranty."
Columbia Taping Tools,MUDPUMPMAINTENANCEKIT,Mud Pump Maintenance Kit,"Columbia, mud pump repair kit, maintenance kit, MUDPUMPMAINTENANCEKIT, loading pump parts, OEM repair kit","Columbia Mud Pump Maintenance Kit | OEM Parts","Keep your loading pump at peak performance with genuine Columbia Maintenance Kits. OEM parts restore fill efficiency and minimize job site downtime."
Columbia Taping Tools,NAILSPOTTERMAINTENANCEKITS,Nailspotter Maintenance Kits,"Columbia, nail spotter repair kit, maintenance kit, NAILSPOTTERMAINTENANCEKITS, screw spotter parts, OEM repair kit","Columbia Nailspotter Maintenance Kits | OEM Parts","Genuine Columbia OEM maintenance kits for nail spotters. Exact-fit parts ensure proper tool operation and restore original performance standards."
Columbia Taping Tools,OA90,Columbia Outside 90 Mud Head,"Columbia, mud head, applicator head, OA90, outside 90 head, grooved head, billet aluminum","Columbia Outside 90° Mud Head Applicator - OA90","Columbia OA90 Mud Heads provide consistent mud distribution on 90-degree outside angles. Machined from UHMW for durable, controlled compound flow."
Columbia Taping Tools,ONEPIECEPUTTYKNIVESCOPY,Taping Knives,"Columbia, taping knife, joint knife, CTK8, CTK10, CTK12, CTK14, comfort grip, stainless knife","Columbia Stainless Steel Comfort Grip Taping Knives","Professional Columbia Taping Knives (8""-14"") with medium-flex stainless blades. Double-riveted handle and aluminum back plate for rugged strength."
Columbia Taping Tools,OUTSIDE90GROOVEDMUDHEADS,Outside 90 Grooved Mud Heads,"Columbia, mud head, applicator head, OA90, OA90-325, outside 90 head, grooved head, billet aluminum","Columbia Outside 90° Grooved Mud Head Applicators","Columbia Outside 90° Mud Heads feature proportionate grooves for even mud distribution. Available in standard and OA90-325 for No-Coat installation."
Columbia Taping Tools,PC1H,Columbia Predator One Handle,"Columbia, predator handle, one handle system, PC1H, automatic taping parts, carbon fiber handle, OEM replacement","Columbia Predator One Handle System - PC1H | OEM Part","Genuine Columbia PC1H OEM Predator One handle. Provides the critical mechanical linkage for controlled compound pressure and consistent results."
Columbia Taping Tools,PC1HEXT,Columbia 3-5' Predator One  Extendable Handle,"Columbia, predator handle, extendable handle, PC1HEXT, telescopic handle, carbon fiber handle, OEM replacement","Columbia 3-5' Predator One Extendable Handle - PC1HEXT","Genuine Columbia PC1HEXT OEM Predator extendable handle. Lightweight, durable design provides superior reach and control for automatic taping."
Columbia Taping Tools,PCHXL,Columbia 4-8' Predator Long Extendable Handle,"Columbia, predator handle, extendable handle, PCHXL, telescopic handle, carbon fiber handle, OEM replacement","Columbia 4-8' Predator Long Extendable Handle - PCHXL","Genuine Columbia PCHXL OEM Predator long extendable handle. Professional-grade reach and control for high-volume automatic taping and finishing."
Columbia Taping Tools,PCLT42,"Columbia 42"" Predator Cam Lock Tube","Columbia, predator tube, cam lock tube, PCLT42, mud tube, bazooka parts, OEM replacement","Columbia 42"" Predator Cam Lock Compound Tube - PCLT42","Genuine Columbia PCLT42 OEM Predator cam lock tube. Routes joint compound through the tool body without leaks or flow restriction for consistent output."
Columbia Taping Tools,PCMT42,"Columbia 42"" Predator Compound Tube","Columbia, predator tube, mud tube, PCMT42, compound tube, bazooka parts, OEM replacement","Columbia 42"" Predator Compound Mud Tube - PCMT42","Genuine Columbia PCMT42 OEM Predator compound tube. Precision-engineered for low-effort mud application and long-term site durability."
Columbia Taping Tools,PDDM,Columbia Phantom Dustless Drywall Sander,"Columbia, dustless sander, drywall sander, PDDM, phantom sander, vacuum sander, billet sander","Columbia Phantom Dustless Drywall Sander - PDDM | Billet","Commercial-grade Columbia Phantom PDDM sander collects 99% of dust. Features an all-billet aluminum head, 30ft hose, and 26-46"" extendable pole."
Columbia Taping Tools,PHA,Columbia Aluminum Coarse Thread Adapter,"Columbia, thread adapter, handle adapter, PHA, coarse thread, drywall tool parts, OEM replacement","Columbia Aluminum Coarse Thread Adapter - PHA | OEM Part","Genuine Columbia PHA OEM coarse thread adapter. Exact-fit part ensures proper tool operation and compatibility with Columbia finishing systems."
Columbia Taping Tools,PHMP,Columbia Predator Hot Mud Pump,"Columbia, predator pump, hot mud pump, PHMP, loading pump, mud pump parts, OEM replacement","Columbia Predator Hot Mud Pump - PHMP | OEM Part","Genuine Columbia PHMP OEM Predator hot mud pump. High-efficiency compound loading and transfer pump designed for the toughest site environments."
Columbia Taping Tools,PMH,"Columbia 40""-58"" Predator Matrix Box Handle","Columbia, predator handle, matrix handle, PMH, extendable handle, box handle parts, OEM replacement","Columbia 40""-58"" Predator Matrix Box Handle - PMH","Genuine Columbia PMH OEM Predator Matrix handle. Provides superior control and leverage for professional flat joint finishing with automatic boxes."
Columbia Taping Tools,PMHL,"Columbia 56""-76"" Predator Matrix Box Handle","Columbia, predator handle, matrix handle, PMHL, extendable handle, box handle parts, OEM replacement","Columbia 56""-76"" Predator Matrix Box Handle - PMHL","Genuine Columbia PMHL OEM Predator Matrix long handle. Professional-grade extension for high-reach flat joint finishing with consistent pressure."
Columbia Taping Tools,PMHS,"Columbia 29""-39"" Predator Matrix Box Handle","Columbia, predator handle, matrix handle, PMHS, extendable handle, box handle parts, OEM replacement","Columbia 29""-39"" Predator Matrix Box Handle - PMHS","Genuine Columbia PMHS OEM Predator Matrix short handle. Ideal for tight spaces, providing the mechanical linkage for precise mud application."
Columbia Taping Tools,PTAPER,Columbia Predator Carbon Fiber Automatic Taper,"Columbia, automatic taper, predator taper, PTAPER, carbon fiber taper, bazooka, lightweight taper","Columbia Predator Carbon Fiber Automatic Taper - PTAPER","The world's first carbon fiber taper. The Columbia Predator is up to 20% lighter, dent-proof, and temperature-neutral for effortless taping year after year."
Columbia Taping Tools,PTS,Columbia Predator Tactical Set,"Columbia, predator set, tactical set, PTS, automatic taping set, carbon fiber taper, tool set","Columbia Predator Tactical Automatic Taping Tool Set - PTS","The ultimate professional kit featuring the Predator Carbon Fiber Taper. Includes flat boxes, throttle box, pump, and corner tools in a rugged road case."
Columbia Taping Tools,PUTTYKNIVES,Putty Knives,"Columbia, putty knife, joint knife, taping knife, PUTTYKNIVES, hand tools, OEM replacement parts","Columbia Professional Putty & Joint Knives | OEM Parts","Genuine Columbia OEM putty knives for flat, consistent compound application. Precision-ground blade geometry optimized for professional drywall finishing."
Columbia Taping Tools,RC,Columbia Road Case,"Columbia, road case, tool case, RC, automatic tool case, rolling case, heavy duty case","Columbia Heavy-Duty Rolling Tool Road Case - RC","The most durable tool case on the market. Columbia RC holds a full set of tools and a pump. Features rolling wheels, rubber feet, and locking latches."
Columbia Taping Tools,SACS,Columbia Semi Automatic Commando Set,"Columbia, commando set, semi automatic set, SACS, mud tube set, flusher set, tool set","Columbia Semi-Automatic Commando Tool Set - SACS","The perfect introduction to semi-auto tools. Columbia Commando Set includes flushers, mud tube, and handles in a convenient storage case."
Columbia Taping Tools,SAT,Columbia Semi Automatic Taper,"Columbia, semi automatic taper, bucket taper, SAT, tape spool, drywall taper, billet aluminum","Columbia Semi-Automatic Bucket Taper - SAT | Billet","The Columbia SAT ""Bucket Taper"" allows for precise compound application to large volumes of tape. Features a brake to cut down on operator fatigue."
Columbia Taping Tools,SBC,Columbia Sabre Smoothing Blade Claw Adapter,"Columbia, sabre claw, blade adapter, SBC, smoothing blade parts, handle adapter, OEM replacement","Columbia Sabre Smoothing Blade Claw Adapter - SBC | OEM","Genuine Columbia SBC OEM claw adapter for Sabre smoothing blades. Restores precision control and allows for extension pole attachment."
Columbia Taping Tools,SBP,"Columbia 41-75"" Sabre Smoothing Blade Extension Pole","Columbia, sabre pole, extension pole, SBP, smoothing blade parts, telescopic pole, OEM replacement","Columbia 41-75"" Sabre Smoothing Blade Extension Pole - SBP","Genuine Columbia SBP OEM telescopic pole for Sabre blades. Provides professional-grade reach and control for wall and ceiling skimming."
