brand,name,description_full,sku,upc,price,price_numeric,description_short,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9
Columbia Taping Tools,"Columbia 3"" Direct Drywall Corner Flusher","Columbia 3"" Direct Corner Flushers

Have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an Allen key for those who prefer not to use them.",3DF,824149008228,$133.02,133.02,"Columbia 3"" Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an Allen key for those who prefer not to use them.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1088/3843/3_direct_flusher_3df___57088.1675191932.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1088/3913/hqdefault_12_10_1_1__96114.1675191933.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1088/3791/hqdefault_18_3__11886.1675191931.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1088/3665/columbia_warranty_3__52500.1675191930.jpg?c=1&imbypass=on,,,,,
Columbia Taping Tools,"Columbia 3"" Hinged Nail Spotter","Columbia Taping Tools 3"" Nail Spotte

R is an excellent choice for finishing nail and screw holes. Simply fill the Columbia Nail Spotter with joint compound and run it down the fasteners like your flat box. It simultaneously fills and feathers the holes.

Features:
• Available in
• 2""
• and 3"" sizes
• Handmade from U.S. billet aluminum and steel components",3NS,824149000116,$308.23,308.23,"Columbia Taping Tools 3"" Nail Spotter is an excellent choice for finishing nail and screw holes. Simply fill the Columbia Nail Spotter with joint compound and run it down the fasteners like your flat box. It simultaneously fills and feathers the holes.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/939/3345/columbia_3_nail__21606.1675191925.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/939/2155/httpwww.alstapingtools.comimagesproductsdetailcolumbia31__32518.1675191909.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/939/2640/columbia_ns3__19641.1675191915.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/939/2991/hqdefault_15_4__64055.1675191920.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/939/4314/columbia_warranty_4__44779.1675191939.jpg?c=1&imbypass=on,,,,
Columbia Taping Tools,"Columbia 3"" Standard Drywall Corner Flusher with Wheels","Columbia 3"" Standard Corner Flushers

Have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an Allen key for those who prefer not to use them.",3SF,824149008198,$122.21,122.21,"Columbia 3"" Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an Allen key for those who prefer not to use them.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/968/4918/3_standard_flusher_3sf___90442.1675191947.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/968/5067/hqdefault_12_13__00599.1675191950.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/968/4730/columbia_warranty_6__44688.1675191945.jpg?c=1&imbypass=on,,,,,,
Columbia Taping Tools,"Columbia 3"" Widetrack Direct Drywall Corner Flusher","Columbia 3"" Widetrack Direct Corner Flushers

Have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an Allen key for those who prefer not to use them.",3WTDF,810135982528,$115.00,115.0,"Columbia 3"" Widetrack Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an Allen key for those who prefer not to use them.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1061/4610/wide_track_direct_flusher_3wtdf___73885.1675191943.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1061/3598/hqdefault_12_10_1__11383.1675191929.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1061/4126/hqdefault_18_2__10644.1675191936.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1061/3781/columbia_warranty_7__11710.1675191931.jpg?c=1&imbypass=on,,,,,
Columbia Taping Tools,"Columbia 3.5"" Direct Drywall Corner Flusher with Wheels","Columbia 3.5"" Direct Corner Flushers

Have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an Allen key for those who prefer not to use them.",3.5DF,824149008235,$146.00,146.0,"Columbia 3.5"" Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an Allen key for those who prefer not to use them.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1034/1479/3.5_direct_flusher_3.5df___78058.1675191899.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1034/688/hqdefault_12_10__67439.1675191888.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1034/1364/hqdefault_18_5__41902.1675191897.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1034/488/columbia_warranty_8__56817.1675191885.jpg?c=1&imbypass=on,,,,,
Columbia Taping Tools,"Columbia 3.5"" Standard Drywall Corner Flusher with Wheels","Columbia 3.5"" Standard Corner Flushers

Have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an Allen key for those who prefer not to use them.",3.5SF,824149008204,$133.02,133.02,"Columbia 3.5"" Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an Allen key for those who prefer not to use them.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/996/655/hqdefault_12_12__01121.1675191887.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/996/1465/3.5_standard_flusher_3.5sf___06830.1675191899.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/996/1265/columbia_warranty_9__06639.1675191896.jpg?c=1&imbypass=on,,,,,,
Columbia Taping Tools,"Columbia 4"" Standard Drywall Corner Flusher with Wheels","Columbia 4"" Standard Corner Flushers

Have redefined angle finishing. They are built from the best materials, but above all, they are each hand-ground and checked on a granite plate for perfection.",4SF,824149008679,$140.60,140.6,"Columbia 4"" Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand-ground and checked on a granite plate for perfection.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2384/5558/4sf2__34333.1675191963.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2384/5002/hqdefault_12_12_1__13995.1675191949.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2384/5007/4sf__52076.1675191949.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2384/5314/columbia_warranty_9_1__97240.1675191957.jpg?c=1&imbypass=on,,,,,
Columbia Taping Tools,Columbia Complete Pro Set,"The Columbia Taping Tools Pro Set

Was built for the professional that wants to get their jobs done fast without sacrificing quality. This set of tools are all you will need to get your drywall taping jobs finished at the most efficient rate possible. Columbia Taping Tools are the choice of many of the largest commercial drywall companies across the US and Canada.

Adjustable Brake allows you to set the tension of your Taper Head Wheels

Stainless Steel Side Plates for lifetime usage

Billet Aluminum Component

Stainless Steel Creaser Arms for lifetime performance",CT-PRO,810135984355,"$5,044.99",5044.99,Columbia Taping Tools Pro Set,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2658/2614/columbia_complete_pro__68384.1675191915.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2658/3109/columbia_35_angle__93238.1675191922.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2658/2150/columbia_taper_black36_1__64255.1675191909.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2658/2686/columbia_taper_black45_1__38159.1675191916.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2658/3208/columbia_taper_black54_1__23645.1675191923.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2658/2299/columbia_taper_black64_1__03527.1675191911.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2658/2754/columbia_taper_black74_2__45606.1675191917.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2658/3230/columbia_taper_black84_2__02103.1675191924.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2658/2229/columbiacr_2__08608.1675191910.jpg?c=1&imbypass=on
Columbia Taping Tools,Columbia Corner Roller with Extendable Handle,"Columbia Drywall Taping Tools Corner Roller

Rankee 3-8' Extendable Handle

Columbia Corner Roller",GCR & R-0001,810135984324,$190.00,190.0,"Columbia Drywall Taping Tools Corner Roller is a smooth running roller. The wheels are the split and made of Stainless Steel and Delrin. This design makes them lighter, easier to clean and reduces drag. The smooth twist lock cam handle to be locked at any length between 3' to 8'.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2052/4517/columbia_roller_with_rankee___20371.1675191942.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2052/4531/columbia_cr_2__40953.1675191942.jpg?c=1&imbypass=on,https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2052/4455/columbia_warranty_15__06359.1675191941.jpg?c=1&imbypass=on,,,,,,
Columbia Taping Tools,Columbia Pro Extendable Finishing Set,"Enhance your drywall finishing process with the

Columbia 10"" and 12"" Pro Finishing Se

T, a perfect solution to accelerate your workflow. This comprehensive set equips you with all the necessary tools to effortlessly achieve a flawless two-coat finish on flats and inside corners.

Experience ultimate versatility with the inclusion of two angle heads and extendable handles. This allows you to adapt to various job requirements and ensures maximum flexibility in your projects.

Rest assured knowing that Columbia Tools are proudly made in Canada, guaranteeing exceptional craftsmanship and quality. With a 5-year manufacturer warranty backing the product, you can trust in its durability and longevity.

Choose the Columbia 10"" and 12"" Finishing Set to streamline your drywall finishing process and easily achieve professional results.

10"" FLAT BOX

12"" FLAT BOX

MATRIX EXTENDABLE HANDLE

LOADING PUMP

FILLER ADAPTER

2.5"" ANGLE HEAD

3.5"" ANGLE HEAD

ANGLE HEAD BALL ADAPTER

3 - EXTENSION POLES

CORNER ROLLER

8"" THROTTLE BOX",C-PFS,,"$2,976.06",2976.06,"Enhance your drywall finishing process with theColumbia 10"" and 12"" Pro Finishing Set, a perfect solution to accelerate your workflow. This comprehensive set equips you with all the necessary tools to effortlessly achieve a flawless two-coat finish on flats and inside corners.",https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4045/5776/colsetsss__81885.1748975360.jpg?c=1&imbypass=on,,,,,,,,
